0.000000000000000000e+00,2.178017136524706410e-01,8.765954516685287023e-01,1.119568078973014053e-01,3.796622153214229134e-01,8.271287492373455841e-01
1.000000000000000000e+00,5.845310060644576255e-01,8.470717697843201943e-01,6.524443051311159536e-01,4.211136009079697873e-01,1.291941431629570758e-01
2.000000000000000000e+00,6.303079204695279103e-02,7.601983023529359507e-01,2.153609461204773409e-02,8.383889017871938576e-02,1.139135206898679586e-01
3.000000000000000000e+00,4.060032046787191429e-01,4.042215461746163641e-01,2.952652888328770597e-01,9.070871991567321935e-01,2.875529595354029411e-01
4.000000000000000000e+00,3.667484267013796928e-01,9.918198533270138340e-01,2.760187360715668503e-01,7.637376611553978734e-01,3.109651234446301760e-01
5.000000000000000000e+00,3.449291423738010121e-01,8.289609962860161607e-01,1.124809174144980883e-01,1.650694254021453089e-01,6.102414608954663533e-02
6.000000000000000000e+00,4.725872257296735990e-01,9.965494799583886065e-01,3.454604578401541670e-01,2.649327746279498408e-01,4.814603873827594804e-01
7.000000000000000000e+00,6.623395673533736261e-01,2.664416543061537967e-01,2.035044422060125202e-01,2.086428509936197884e-01,1.034786202039350150e-01
8.000000000000000000e+00,7.732470996466338509e-01,9.974588330420706139e-01,2.674195726297550757e-01,5.836007289256740505e-01,2.486346815598469151e-01
9.000000000000000000e+00,7.230136669514815040e-01,9.884780563158488409e-01,6.703368892123527933e-01,5.956668645438628618e-01,2.973522666028785566e-01
1.000000000000000000e+01,9.117513383115127823e-01,8.591348592944100249e-01,2.096443045173374264e-01,2.169251132941503735e-01,1.258493809258158236e-01
1.100000000000000000e+01,4.244029526000919206e-01,6.491980229977718508e-01,9.348541590150950542e-01,1.047456174518712757e-01,1.061837647131621543e-01
1.200000000000000000e+01,2.703320026047296154e-01,7.043128359179127163e-01,4.237710620455338306e-01,1.103691072851464144e-01,8.184273451811470423e-02
1.300000000000000000e+01,1.413719780201013743e-01,5.790325888998042458e-01,8.092586809637780654e-02,8.580657025190864262e-01,2.126278919637500653e-01
1.400000000000000000e+01,7.209883393639870963e-01,7.522072167902859041e-01,6.994185547565560102e-01,6.332402917250393726e-01,1.077222557586097473e-01
1.500000000000000000e+01,7.512706782953552098e-01,9.930153334707934043e-01,8.570054834928066967e-01,4.247062423753292237e-01,3.530066838378922989e-01
1.600000000000000000e+01,6.406517622435314863e-01,5.388568053241824529e-01,6.433820967803703939e-01,1.885958675973606613e-01,2.173365476138180638e-02
1.700000000000000000e+01,4.458392480174211414e-01,9.956315375862105910e-01,5.952728174597889943e-01,7.529098415944400768e-01,3.140673237573131660e-01
1.800000000000000000e+01,2.454386997002674375e-01,9.974435728146817670e-01,4.330280083961854376e-01,4.132104605396559327e-01,5.069194020075948881e-01
1.900000000000000000e+01,1.701946696933021586e-01,9.841871170504358224e-01,1.030773471761200766e-01,4.629479325219674757e-01,2.786775909644805815e-01
2.000000000000000000e+01,9.586435585025680772e-02,5.520199276705622937e-01,6.143172393976659151e-01,1.627822570432776728e-01,3.107885562074811925e-01
2.100000000000000000e+01,2.456101334200486985e-01,9.990917297539047004e-01,1.300295709608246530e-01,4.790816074736351515e-01,8.067284251902344661e-01
2.200000000000000000e+01,6.794016634838644375e-01,6.918746791552128350e-01,6.500836903621193263e-01,4.963510315242147253e-01,1.197100164099552666e-01
2.300000000000000000e+01,5.194510892916542888e-01,3.189230213771115929e-01,2.754657156744423352e-01,2.052648641740872359e-01,2.004863415190122344e-01
2.400000000000000000e+01,6.460833839862165640e-01,9.982403603214049514e-01,5.690779467218629595e-01,6.458782632571679061e-01,5.489861435440415161e-01
2.500000000000000000e+01,3.738181702712158327e-01,9.783211476162483322e-01,4.696865999537896963e-01,4.533034722439781561e-01,5.334721184367389180e-01
2.600000000000000000e+01,5.212132950766352746e-01,7.519397991507228429e-01,4.202685544653453342e-01,7.724474313800142600e-01,8.519688786743973008e-01
2.700000000000000000e+01,1.557686227479802010e-01,2.506636704349577971e-01,4.145929641456450598e-01,9.329926307389280193e-02,3.936717386394383844e-02
2.800000000000000000e+01,7.331698920356617688e-02,8.058441174872779111e-01,5.487037286434529593e-01,1.476121727920321203e-01,2.351064753165582055e-01
2.900000000000000000e+01,6.933119440181458870e-01,9.060717698894834582e-01,6.056917767936449426e-01,9.416262311166885279e-01,3.563547717260941994e-01
