0.000000000000000000e+00,2.606947516364941930e-01,5.777854659784656954e-01,2.794309257537903046e-01,6.262847218542553218e-01,3.773102321806057202e-01
1.000000000000000000e+00,1.103730575629986999e-01,6.906930212041596517e-01,7.367370075191652656e-01,2.263040835910193060e-01,2.412661080358267651e-01
2.000000000000000000e+00,9.256168907740465190e-01,9.985469877784707293e-01,7.610980605678081545e-01,7.106232413433486439e-01,2.109656618302345188e-01
3.000000000000000000e+00,7.069749540658777365e-01,9.875633069559268673e-01,5.043517285229444091e-01,7.683811989009301513e-01,1.818919850060610466e-01
4.000000000000000000e+00,4.235497253472813028e-01,9.291058548686391694e-01,6.750527996919167273e-02,2.971432935766059047e-01,7.948897975421137518e-02
5.000000000000000000e+00,5.472405618508480174e-01,3.567468832141074131e-01,2.953996780511663478e-01,6.084766316961671695e-01,2.071191324656576904e-01
6.000000000000000000e+00,1.393736494038629592e-01,2.722073928811187815e-01,8.043312571903917796e-01,1.104392892921459285e-01,4.111461193328823371e-02
7.000000000000000000e+00,5.189457367872807314e-01,9.885958013566521485e-01,4.520210046634520196e-01,7.916678022360152944e-01,7.619092531546272085e-01
8.000000000000000000e+00,8.066892955348677896e-01,4.600153742789181432e-01,7.837672813528170357e-01,1.069775501301779008e-01,8.978947800626024822e-03
9.000000000000000000e+00,4.169160509128332359e-01,2.967492104509428796e-01,3.210812356676039370e-01,2.780677922453460016e-01,3.233136213994503017e-02
1.000000000000000000e+01,7.008719835820697019e-01,5.060036961148072221e-01,5.939914132009187497e-01,6.494985942293187708e-01,2.323392969510827688e-01
1.100000000000000000e+01,6.764739918500360938e-01,6.149210019812112460e-01,3.601415785028496686e-01,4.370590759657900226e-01,5.628290571663041586e-01
1.200000000000000000e+01,6.702400335290952249e-01,9.952788163058099435e-01,6.386843852885101258e-01,6.437327478621723831e-01,6.021260416932917581e-01
1.300000000000000000e+01,6.257760160108511993e-01,6.362393548306319868e-01,5.928907260095528375e-01,3.127789411473801962e-01,9.235703213790047439e-02
1.400000000000000000e+01,4.717183491992706368e-01,6.231101836044447007e-01,2.568604890809685903e-01,6.831171251984446968e-01,5.076903207396109563e-01
1.500000000000000000e+01,6.716864444526220446e-01,9.572472057071440554e-01,7.348468389996876127e-01,1.535598159424981513e-01,8.829327150317715922e-02
1.600000000000000000e+01,9.817736406243381397e-01,5.231105057046286921e-01,7.075661031081791341e-01,8.117769732584197984e-01,7.543633798822153569e-01
1.700000000000000000e+01,8.392054947337896920e-01,6.989241532325023432e-01,6.181375924417784606e-01,4.552434392846109734e-01,4.507855400348727559e-01
1.800000000000000000e+01,5.358313153523369676e-01,4.350124838318157883e-01,7.213183305045826055e-01,1.625548924640292381e-01,4.167662662685911457e-02
1.900000000000000000e+01,2.437707024131555156e-01,4.277520859098680323e-02,2.251786172738736713e-01,5.818193871400866302e-01,9.609385437885575865e-02
2.000000000000000000e+01,2.121475221436987524e-01,8.968690239455415769e-01,1.378482018449395385e-01,5.107853914031075249e-01,4.205204298567177257e-01
2.100000000000000000e+01,4.049938000160119289e-01,9.893834704221594611e-01,6.076332480137766057e-01,4.055888350263916475e-01,1.454215874259417451e-01
2.200000000000000000e+01,6.500818100082327300e-01,9.777452246361658661e-01,3.137727774517573565e-01,4.106048482537453803e-01,7.645265146504987008e-02
2.300000000000000000e+01,7.084003555360353088e-01,9.974846111691356709e-01,6.995052718789824819e-01,7.365189833943489583e-01,7.611751404283343403e-01
2.400000000000000000e+01,2.092052123525708907e-02,8.164804750624545804e-01,3.836380820527968694e-01,2.389194870643032154e-01,1.233438172894153889e-01
2.500000000000000000e+01,1.257377308095312118e-01,7.995211995492080836e-01,4.733539169879346503e-02,7.851652124874085592e-01,3.006476381378040963e-01
2.600000000000000000e+01,3.791322490709764237e-01,3.237848172377928990e-01,1.631944622542776946e-01,7.389767176734347576e-01,8.681268730828239910e-02
2.700000000000000000e+01,2.346339408015861716e-01,8.557720351386455260e-01,1.904174367825929026e-01,4.728421789665829822e-01,1.487511036819459398e-01
2.800000000000000000e+01,7.291304208912003926e-01,9.923816809351226897e-01,4.001868216613553852e-01,2.576186883813323947e-01,3.274888685357691953e-01
2.900000000000000000e+01,3.481585564982051517e-01,4.101993918187858412e-01,4.393604982038674112e-01,3.399321009547980887e-01,5.106319124281022415e-02
