0.000000000000000000e+00,9.327459657717124264e-01,7.452884997269515477e-02
1.000000000000000000e+00,2.570514994118220375e-01,5.056205506163374830e-01
2.000000000000000000e+00,3.672899357186383273e-01,7.350548641285248319e-02
3.000000000000000000e+00,9.284065542993769071e-04,4.105249214154595427e-01
4.000000000000000000e+00,5.186498283746562299e-01,7.580427382687571214e-02
5.000000000000000000e+00,3.944758074864802011e-01,7.459037767863077595e-02
6.000000000000000000e+00,5.641028955390740007e-01,7.360116629904626950e-02
7.000000000000000000e+00,3.200525166871275862e-01,7.406751857536976458e-02
8.000000000000000000e+00,8.850617398894876364e-02,2.353046529662317088e-01
9.000000000000000000e+00,4.279215383221026126e-01,7.636693468601618573e-02
1.000000000000000000e+01,5.539650921897566471e-01,7.416134648641835303e-02
1.100000000000000000e+01,7.992260211424423444e-01,9.563748055246630575e-02
1.200000000000000000e+01,1.371741976912255190e-03,3.813088392801460835e-01
1.300000000000000000e+01,6.065569187447060751e-01,5.324150040768694803e-01
1.400000000000000000e+01,2.813521574322531138e-01,7.398558966862668618e-02
1.500000000000000000e+01,2.926818131874108775e-01,7.475223749791962136e-02
1.600000000000000000e+01,4.570868491464848415e-01,1.902546038379719362e-01
1.700000000000000000e+01,8.449211194722509033e-01,7.587775470725421911e-02
1.800000000000000000e+01,4.184861598610362665e-01,7.424731374058141098e-02
1.900000000000000000e+01,1.241273708282586430e-03,6.766818607280035425e-02
2.000000000000000000e+01,6.770680125643914193e-01,7.753932815353659080e-02
2.100000000000000000e+01,2.962196605292121698e-01,1.661049900855818551e-01
2.200000000000000000e+01,3.849994457076491572e-01,7.365048556366815546e-02
2.300000000000000000e+01,1.494497533179753312e-01,4.238258799105178443e-01
2.400000000000000000e+01,2.701047740109031592e-01,2.507038527577074016e-01
2.500000000000000000e+01,3.875213420282346832e-01,7.275583704073218527e-02
2.600000000000000000e+01,6.905515384862156436e-01,7.513451834146815667e-02
2.700000000000000000e+01,5.488182085573896085e-01,2.368113461527212860e-01
2.800000000000000000e+01,1.707467386291668943e-01,3.556436070487159484e-01
2.900000000000000000e+01,2.396644820872510795e-01,7.432269695307214263e-02
