0.000000000000000000e+00,3.328364641333709795e-01,7.449145664475798068e-02
1.000000000000000000e+00,1.713171517270519195e-01,4.411902038316156682e-01
2.000000000000000000e+00,2.135827494658819325e-01,7.409863263189871152e-02
3.000000000000000000e+00,7.140342872328074852e-01,7.407562487273014473e-02
4.000000000000000000e+00,2.697789692840125153e-01,5.089268817188430383e-01
5.000000000000000000e+00,5.409452393519195018e-04,3.691513656444435632e-01
6.000000000000000000e+00,2.846178832814976745e-01,7.409590121120995798e-02
7.000000000000000000e+00,6.966126134525242319e-01,7.382271616066307662e-02
8.000000000000000000e+00,9.327111282850748530e-01,3.328775958471373864e-01
9.000000000000000000e+00,9.517925622235067218e-01,5.959464194229844303e-01
1.000000000000000000e+01,5.282357171727002365e-01,7.407895830774338664e-02
1.100000000000000000e+01,2.173854292139973943e-01,7.410100872014685480e-02
1.200000000000000000e+01,5.165389084002079967e-01,6.981449219831572517e-01
1.300000000000000000e+01,1.176538766655439994e-01,7.842286317643243354e-02
1.400000000000000000e+01,7.827653644496768148e-01,7.679439400752097189e-02
1.500000000000000000e+01,6.515647256786175623e-01,7.334427358021078369e-02
1.600000000000000000e+01,2.248080901864987768e-01,3.014797879650478185e-01
1.700000000000000000e+01,5.183133610952610493e-01,4.250900078875951005e-01
1.800000000000000000e+01,5.387020249899510116e-02,7.341899890139015616e-02
1.900000000000000000e+01,6.283097173681665426e-01,7.498661218362234759e-02
2.000000000000000000e+01,5.889583184425951634e-01,7.407757859620572871e-02
2.100000000000000000e+01,3.057075132953108731e-01,1.252423637392512668e-01
2.200000000000000000e+01,7.907469374812295948e-01,9.559409652780617717e-02
2.300000000000000000e+01,8.126987628455710488e-02,7.419330641157173556e-02
2.400000000000000000e+01,5.345316983812084229e-04,1.022641802687574292e-01
2.500000000000000000e+01,6.571589089723048893e-01,3.613188315597536948e-01
2.600000000000000000e+01,3.687302852344255810e-01,6.283816258059583548e-01
2.700000000000000000e+01,6.357270866479519666e-01,7.407783282629343269e-02
2.800000000000000000e+01,8.789510525272954400e-01,7.407401354329413989e-02
2.900000000000000000e+01,4.235810503573809171e-01,7.404299196373236025e-02
