0.000000000000000000e+00,3.462074126725105394e-01,5.552416229062593356e-01,1.048609936753872596e-01,9.168301914565850641e-01,2.988438501279235271e-01,9.991497420517841954e-01,1.041618061654300958e-01,3.414165518630679630e-01,4.705326964950659052e-01
1.000000000000000000e+00,9.313202324960798695e-01,6.450447611907259571e-01,9.937460191313757241e-01,6.679840595874141362e-01,6.299454844710795642e-01,9.575533955548770626e-01,7.496354263057273259e-01,7.458667013639765919e-01,5.008378634846145649e-01
2.000000000000000000e+00,3.571783458873804551e-01,1.666043212208259960e-01,9.724403617438366343e-01,1.305238514235759206e-01,4.748273624567018736e-01,9.995346929650703593e-01,1.765664424641102404e-01,4.004773516468784211e-01,8.719421795673505393e-01
3.000000000000000000e+00,7.002075480881038150e-01,8.858439404430146213e-01,6.056711519327016013e-01,3.727349115908842325e-01,5.794109773472578828e-01,5.548033789527542226e-01,2.111910061814238349e-01,9.102917763435633969e-01,9.944796869794341188e-01
4.000000000000000000e+00,7.069683389045378075e-01,6.741460820959739308e-01,5.552468174900253572e-01,7.892964026125404153e-01,7.319029715823356375e-01,9.932681284100565167e-01,3.195951462243874497e-01,3.795550946719375984e-01,7.854918415927156783e-01
5.000000000000000000e+00,2.181329982520699429e-01,1.565234183405958268e-01,6.765997462011780206e-01,8.225501809933939423e-01,2.862645242522794398e-01,9.972579746214960128e-01,6.952759471126362945e-01,5.678688193583137922e-01,6.615335474151842199e-01
6.000000000000000000e+00,4.741922071193412913e-01,7.922814702528031550e-01,4.869720505471801797e-01,2.984758201403879818e-01,2.036689087195199532e-01,9.910034211035141372e-01,6.691609956340811571e-01,1.311197258229205576e-01,6.060421656766715737e-01
7.000000000000000000e+00,6.851289924478156657e-01,9.109449722693575557e-01,1.483138369788460920e-01,1.651673521933746946e-01,6.672197000779123144e-02,3.284220957243934591e-01,4.821468490088078873e-01,2.245699083678613095e-01,3.505807074108566179e-01
8.000000000000000000e+00,1.365558231670871425e-01,2.637001524258242302e-01,4.130082854889409183e-01,3.258847443468712024e-01,9.916046827827759702e-02,3.470822688522667843e-01,3.576508380340722160e-01,5.948631450007741961e-01,8.967485320514494429e-01
9.000000000000000000e+00,6.328568119490641797e-01,9.924296710458740955e-01,4.145165677964782192e-01,2.514913851483673857e-01,1.073176822761887084e-01,8.175053151243810712e-01,8.522676448069477217e-01,5.740066386143061195e-01,9.983788413498039249e-01
1.000000000000000000e+01,3.352648894097274845e-01,1.580775093597116543e-01,9.982204235978011653e-01,6.482298784129231217e-01,4.928394911911281318e-01,5.951528000933654639e-01,2.747833683254617410e-01,8.463599187687119441e-02,4.578765935827007194e-01
1.100000000000000000e+01,4.349940694808188679e-01,9.345783882693465827e-01,4.151315503969962850e-01,4.487153670421865637e-01,4.201999656681111306e-01,4.006852556682350963e-01,2.234800183165340792e-01,2.650444996873104198e-01,5.139015696541345823e-01
1.200000000000000000e+01,3.102590085975529544e-01,7.412141353392427412e-01,9.116315592416435187e-02,2.339413395971723375e-02,6.350687607283611591e-02,1.570065250693306325e-01,4.308717919758750514e-01,1.519250557436214732e-01,6.010659563380299497e-01
1.300000000000000000e+01,6.963784021214506348e-01,2.134716435368811116e-01,4.971301155247079828e-01,9.494489113613987508e-01,2.571947062593045175e-01,9.986000365235412346e-01,2.681590257672141764e-01,5.637564626382436384e-01,6.230549004022907233e-01
1.400000000000000000e+01,5.521453708254013826e-01,5.290738158331915741e-01,5.667523631617250590e-01,7.114667942192786088e-01,3.148514048694401324e-01,4.789671609211089143e-01,7.201242778456106164e-01,3.594345766710086432e-01,9.993197344112596525e-01
1.500000000000000000e+01,1.678864702540197040e-01,1.020963522095221787e-01,2.486485591048133159e-01,6.679467578374927994e-01,3.144166400920938576e-01,9.997587376088316047e-01,9.809629419128584882e-02,1.721591514434836212e-01,5.511927330586284812e-01
1.600000000000000000e+01,5.872689212021511285e-01,6.645111251420604548e-01,9.811390555451956486e-01,3.802284574069688672e-01,5.769034015567596763e-01,9.832870521174770229e-01,2.074730316582823197e-01,7.732632546392816941e-01,5.249251430844781297e-01
1.700000000000000000e+01,6.082920644767615403e-01,1.254968024688607187e-01,3.620082601588502369e-01,3.774149488450042056e-01,6.393968816699180380e-04,8.153815312938321735e-01,4.935045367213183320e-01,1.218525831117288211e-01,1.991079156780705198e-02
1.800000000000000000e+01,2.083650563324387361e-01,3.086000099264165075e-01,5.576482309879009502e-01,3.340430192386662500e-01,7.746165928015523727e-01,9.980266040364818014e-01,3.063159010538767935e-01,6.369960392359333978e-01,1.880669842415038651e-01
1.900000000000000000e+01,4.113970029469524170e-01,5.274714066026060522e-01,5.156324602940721702e-01,8.250176692599724415e-01,4.693719978334155996e-01,7.348700200211361055e-01,1.026660305621787950e-01,3.316179931902158429e-01,9.855014091931418863e-01
2.000000000000000000e+01,2.767247773578938586e-01,2.636613039612914489e-01,9.994876868217948962e-01,2.858606962378833494e-01,7.706374739874362056e-01,4.689904501805284842e-01,2.309212745629783958e-01,4.862339543957860943e-01,8.946303485644406805e-01
2.100000000000000000e+01,6.325703900410831748e-01,2.079508289285896538e-01,5.011629558803003537e-01,3.687475121110864174e-01,1.632483540901197294e-02,7.783687195887980526e-01,4.788493327983419645e-01,3.345660101910837014e-02,2.987182531487093118e-01
2.200000000000000000e+01,6.399535475896156456e-01,9.860945294612196710e-01,1.135835299125816517e-01,8.665849650825351025e-02,1.246463106724039205e-01,6.662370709391367551e-01,2.066034481892509156e-01,2.035711044832483885e-01,6.479411146844888947e-01
2.300000000000000000e+01,3.443328356920833944e-01,9.485491757494968201e-01,7.391221575899574736e-01,1.075258129524503392e-02,7.471054637316910663e-01,5.852816383183705451e-01,3.476000218702797184e-01,1.869996381508363392e-01,9.067929938514559529e-01
2.400000000000000000e+01,8.770198816808105757e-01,3.164422763122820004e-01,4.336328832003024103e-01,5.045195673448101686e-02,1.513040442566948585e-03,2.209245974793281608e-01,8.561493514046669695e-01,3.081442151000400309e-01,4.683270701233757660e-01
2.500000000000000000e+01,6.658335022350851951e-01,1.863423675482883957e-01,5.900204915429717589e-01,2.151344348874920098e-01,2.600465085523326891e-01,3.918416499378309936e-01,3.964636532076328823e-01,8.085030316694717945e-01,8.158158884212315387e-01
2.600000000000000000e+01,5.406011899520591912e-01,4.429039420112088066e-01,1.275575927455746272e-01,4.223846220418547848e-03,1.351390871719631778e-02,1.761009433614330877e-01,5.460134614682524701e-01,2.304025255776628589e-01,7.518552406459957371e-01
2.700000000000000000e+01,4.638953600431699464e-01,5.526094323788963703e-01,9.167703588441948881e-01,7.227913792000589810e-02,3.940256912563287472e-01,9.981229353664223813e-01,4.208432111358761940e-01,9.623751665080507722e-01,5.983577753393048981e-01
2.800000000000000000e+01,3.048934427656816992e-01,4.846229799571928343e-01,3.284124042484661832e-01,1.236956157703817671e-01,8.046341743368540245e-01,9.972237760096582804e-01,3.111818899892226931e-01,9.725573652720711504e-01,5.685207997249335232e-01
2.900000000000000000e+01,8.219363875904422967e-01,6.299143434414449239e-01,2.743999800907119258e-01,4.770478425758508112e-01,1.962589014850321112e-01,7.953609270543113841e-01,1.702837634336933081e-01,2.168781245553429715e-01,5.579853342851617271e-01
