0.000000000000000000e+00,9.054712269789104706e-01,9.742758950867465018e-01,8.637769900471693463e-01,9.362390778045792672e-02,3.700685255856382971e-01,5.638957378308072643e-01,7.872090645673379683e-02,1.998728315162356939e-01,2.970269800641258118e-01
1.000000000000000000e+00,7.343377442987107928e-01,2.350307370620780822e-01,1.276393989790342576e-01,8.144093223478231502e-01,7.837819606787613802e-01,9.980925204938830841e-01,3.459255550224731857e-01,8.371667583569704085e-01,4.941014862422074549e-01
2.000000000000000000e+00,9.009870934678501087e-01,5.504723021623868506e-01,9.358242423919009845e-01,1.686578345376159305e-01,6.473040210821602303e-01,8.418581632286616934e-01,7.620070547631198066e-01,7.082734240389009228e-01,9.988842716658189458e-01
3.000000000000000000e+00,2.135681270434064416e-03,1.354385876326504035e-01,3.512402697829979797e-02,3.269574619347594968e-01,1.420368932221019731e-01,9.003263497656964764e-01,7.286159573921867638e-01,6.288371834589130405e-01,7.020058771310212498e-01
4.000000000000000000e+00,7.838217024244370501e-01,5.465542950795663213e-01,5.593265317611347820e-01,2.184414275347535961e-01,3.253602434823020251e-01,9.904840139791419862e-01,2.980562474562808983e-02,6.575853637899572446e-01,5.033267564858150411e-01
5.000000000000000000e+00,9.372874556097287035e-01,7.145347668248150930e-01,9.967399059962106511e-01,9.196674379616627260e-01,7.455209088108780691e-01,8.277549430142213671e-01,9.108745121502406228e-01,3.372715404582585785e-01,7.130269980013685949e-01
6.000000000000000000e+00,5.080481225311210824e-01,6.784827286030272742e-01,3.462794786994318197e-01,3.820038164810470871e-01,3.046148732347871424e-01,5.321154955949212173e-01,4.539361921842605119e-02,2.762371942088058252e-01,1.469392657875448760e-01
7.000000000000000000e+00,2.759198798536315334e-01,1.628598546428865201e-01,3.863726049999227641e-02,2.255335082050877182e-03,1.328775734114988616e-01,6.006546361093348940e-01,2.248603974042911458e-01,5.317244799156388702e-01,1.719316355748074232e-01
8.000000000000000000e+00,6.033994819263565068e-01,6.696045942961189601e-01,5.343323637439134632e-01,5.290262144844859460e-01,8.519067971304402631e-01,9.904760688659127732e-01,1.862654525678630879e-02,7.761590606339021647e-01,7.674833652021435526e-01
9.000000000000000000e+00,8.998950585190284013e-01,3.587985598354154204e-01,7.603405105607403680e-01,5.517773822311912157e-01,5.831991225480918084e-01,9.945057082538126814e-01,6.735006400427970830e-01,6.108825377972145754e-01,3.186691090729080189e-01
1.000000000000000000e+01,1.977386894939802409e-01,5.230380720997074295e-01,4.446993230425084209e-01,8.761241634780436716e-01,8.732557934833515279e-02,3.150665465106828877e-01,8.413964467435613992e-01,4.655845115775645304e-01,8.365839564597102873e-01
1.100000000000000000e+01,8.640432399432028676e-01,1.165324658634766392e-01,7.274352819225567979e-01,6.920541103226068858e-03,1.320655906494331566e-01,3.819060945614660141e-01,3.305567992501519115e-01,7.088921160061099069e-01,3.404946102950784370e-01
